label,diff
Nov-24,0.032
Dec-24,-0.079
Jan-25,-0.045
Feb-25,-0.046
Mar-25,0.009
Apr-25,-0.041
May-25,0.002
Jun-25,-0.04
Jul-25,0.02
Aug-25,-0.033
Sep-25,-0.029
