label,diff
Nov-24,-0.008
Dec-24,-0.04
Jan-25,-0.034
Feb-25,-0.04
Mar-25,0.011
Apr-25,-0.023
May-25,0.01
Jun-25,-0.011
Jul-25,0.013
Aug-25,-0.009
Sep-25,-0.048
