label,diff
Nov-24,0.028
Dec-24,-0.019
Jan-25,-0.009
Feb-25,-0.021
Mar-25,0.013
Apr-25,-0.112
May-25,0.005
Jun-25,-0.059
Jul-25,0.077
Aug-25,-0.033
Sep-25,-0.027
