label,diff
Nov-24,-0.029
Dec-24,-0.057
Jan-25,-0.03
Feb-25,-0.067
Mar-25,-0.066
Apr-25,0.002
May-25,0.052
Jun-25,0.003
Jul-25,-0.016
Aug-25,-0.019
Sep-25,-0.024
