label,diff
Nov-24,0.048
Dec-24,-0.035
Jan-25,-0.011
Feb-25,-0.044
Mar-25,-0.004
Apr-25,-0.085
May-25,0.005
Jun-25,-0.048
Jul-25,0.048
Aug-25,-0.048
Sep-25,0.063
