label,diff
Nov-24,0.038
Dec-24,-0.03
Jan-25,-0.005
Feb-25,-0.035
Mar-25,0.007
Apr-25,-0.033
May-25,0.018
Jun-25,-0.035
Jul-25,0.029
Aug-25,-0.061
Sep-25,0.019
