label,diff
Nov-24,-0.016
Dec-24,-0.047
Jan-25,-0.068
Feb-25,-0.046
Mar-25,0.001
Apr-25,0.004
May-25,0.07
Jun-25,-0.014
Jul-25,-0.011
Aug-25,-0.001
Sep-25,0.015
