label,diff
Nov-24,0.037
Dec-24,-0.025
Jan-25,0.019
Feb-25,-0.018
Mar-25,0.026
Apr-25,-0.06
May-25,-0.007
Jun-25,0.015
Jul-25,0.013
Aug-25,-0.058
Sep-25,-0.05
