label,diff
Nov-24,0.031
Dec-24,0.004
Jan-25,-0.007
Feb-25,-0.004
Mar-25,0.009
Apr-25,-0.031
May-25,0.022
Jun-25,-0.012
Jul-25,0.039
Aug-25,0.009
Sep-25,0.013
