label,diff
Nov-24,0.011
Dec-24,-0.042
Jan-25,-0.045
Feb-25,-0.041
Mar-25,0.003
Apr-25,-0.088
May-25,-0.016
Jun-25,-0.066
Jul-25,0.04
Aug-25,-0.021
Sep-25,0.016
