label,diff
Nov-24,0.065
Dec-24,0.018
Jan-25,0
Feb-25,0.002
Mar-25,0.123
Apr-25,0.006
May-25,0.03
Jun-25,0.038
Jul-25,0.017
Aug-25,0.015
Sep-25,-0.001
