label,diff
Nov-24,0.046
Dec-24,-0.025
Jan-25,0.025
Feb-25,-0.03
Mar-25,0.038
Apr-25,-0.023
May-25,-0.024
Jun-25,-0.073
Jul-25,-0.003
Aug-25,-0.101
Sep-25,-0.013
