label,diff
Nov-24,0.017
Dec-24,-0.005
Jan-25,0.002
Feb-25,-0.007
Mar-25,0.018
Apr-25,-0.039
May-25,0.051
Jun-25,-0.024
Jul-25,0.048
Aug-25,-0.048
Sep-25,-0.001
