label,diff
Nov-24,-0.024
Dec-24,-0.05
Jan-25,-0.056
Feb-25,-0.077
Mar-25,-0.004
Apr-25,0.01
May-25,0.051
Jun-25,0.012
Jul-25,0.007
Aug-25,-0.07
Sep-25,-0.035
