label,diff
Nov-24,-0.008
Dec-24,-0.065
Jan-25,-0.094
Feb-25,-0.104
Mar-25,-0.019
Apr-25,-0.042
May-25,0.086
Jun-25,0.027
Jul-25,-0.004
Aug-25,-0.035
Sep-25,-0.032
