label,diff
Nov-24,0.002
Dec-24,-0.038
Jan-25,-0.016
Feb-25,-0.031
Mar-25,0.007
Apr-25,-0.067
May-25,0.008
Jun-25,-0.045
Jul-25,0.006
Aug-25,-0.037
Sep-25,-0.015
