label,diff
Nov-24,-0.028
Dec-24,-0.052
Jan-25,-0.007
Feb-25,-0.064
Mar-25,0.01
Apr-25,0.021
May-25,0.051
Jun-25,0.003
Jul-25,-0.012
Aug-25,-0.07
Sep-25,-0.06
