label,diff
Nov-24,0.008
Dec-24,-0.003
Jan-25,-0.011
Feb-25,0.003
Mar-25,0.017
Apr-25,-0.019
May-25,0.032
Jun-25,-0.022
Jul-25,0.049
Aug-25,-0.006
Sep-25,-0.007
