label,diff
Nov-24,0.03
Dec-24,-0.021
Jan-25,-0.028
Feb-25,-0.019
Mar-25,0.01
Apr-25,-0.016
May-25,0
Jun-25,-0.029
Jul-25,0.005
Aug-25,-0.009
Sep-25,-0.073
