label,diff
Nov-24,0.045
Dec-24,-0.033
Jan-25,-0.034
Feb-25,-0.054
Mar-25,0.004
Apr-25,-0.026
May-25,0.001
Jun-25,-0.039
Jul-25,0.043
Aug-25,-0.002
Sep-25,0.001
