label,diff
Nov-24,0.022
Dec-24,0.006
Jan-25,0.02
Feb-25,0.005
Mar-25,0.017
Apr-25,-0.082
May-25,-0.042
Jun-25,-0.061
Jul-25,0.016
Aug-25,-0.045
Sep-25,-0.03
