label,diff
Nov-24,0.002
Dec-24,-0.008
Jan-25,0.01
Feb-25,-0.013
Mar-25,0.042
Apr-25,0.029
May-25,0.038
Jun-25,-0.019
Jul-25,0.013
Aug-25,-0.012
Sep-25,-0.026
