label,diff
Nov-24,0.015
Dec-24,-0.059
Jan-25,-0.159
Feb-25,-0.048
Mar-25,0.013
Apr-25,0.006
May-25,-0.006
Jun-25,-0.031
Jul-25,0.03
Aug-25,-0.038
Sep-25,0.04
