label,diff
Nov-24,-0
Dec-24,-0.053
Jan-25,-0.044
Feb-25,-0.057
Mar-25,0.013
Apr-25,0.012
May-25,0.044
Jun-25,-0.021
Jul-25,0.019
Aug-25,-0.048
Sep-25,-0.079
