label,diff
Nov-24,-0.102
Dec-24,-0.092
Jan-25,-0.057
Feb-25,-0.078
Mar-25,0.015
Apr-25,0.006
May-25,0.033
Jun-25,0.003
Jul-25,0.036
Aug-25,-0.012
Sep-25,0.002
