label,diff
Nov-24,0.051
Dec-24,-0.005
Jan-25,-0.009
Feb-25,-0.023
Mar-25,0.03
Apr-25,-0.095
May-25,0.008
Jun-25,-0.006
Jul-25,-0.026
Aug-25,-0.024
Sep-25,-0.038
