label,diff
Nov-24,0.028
Dec-24,-0.029
Jan-25,-0.017
Feb-25,-0.049
Mar-25,0.014
Apr-25,-0.019
May-25,-0.006
Jun-25,-0.058
Jul-25,0.027
Aug-25,-0.042
Sep-25,-0.011
