label,diff
Nov-24,0.014
Dec-24,-0.03
Jan-25,-0.017
Feb-25,-0.024
Mar-25,0.014
Apr-25,-0.022
May-25,0.011
Jun-25,-0.044
Jul-25,0.067
Aug-25,-0.022
Sep-25,-0.057
