label,diff
Nov-24,0.041
Dec-24,-0.023
Jan-25,-0.022
Feb-25,-0.025
Mar-25,0.027
Apr-25,-0.04
May-25,0.013
Jun-25,-0.042
Jul-25,0.04
Aug-25,-0.047
Sep-25,-0.03
