label,diff
Nov-24,0.017
Dec-24,-0.043
Jan-25,-0.066
Feb-25,-0.085
Mar-25,0.032
Apr-25,-0.02
May-25,0.028
Jun-25,-0.044
Jul-25,0.014
Aug-25,0.011
Sep-25,0.042
