label,diff
Nov-24,0.01
Dec-24,-0.04
Jan-25,-0.019
Feb-25,-0.021
Mar-25,0.017
Apr-25,-0.023
May-25,0.03
Jun-25,-0.02
Jul-25,0.003
Aug-25,-0.038
Sep-25,-0.015
