label,diff
Nov-24,0.022
Dec-24,-0.015
Jan-25,-0.034
Feb-25,-0.054
Mar-25,0.009
Apr-25,0.057
May-25,0.041
Jun-25,-0.017
Jul-25,-0.002
Aug-25,-0.061
Sep-25,-0.041
