label,diff
Nov-24,0.014
Dec-24,-0.024
Jan-25,-0.018
Feb-25,-0.026
Mar-25,0.028
Apr-25,0.006
May-25,0.029
Jun-25,-0.008
Jul-25,0.023
Aug-25,-0.026
Sep-25,-0.001
