label,diff
Nov-24,0.023
Dec-24,-0.033
Jan-25,-0.034
Feb-25,-0.052
Mar-25,-0.008
Apr-25,-0.038
May-25,0.021
Jun-25,-0.034
Jul-25,0.056
Aug-25,0.001
Sep-25,0.002
