label,diff,nombre_archivo,ruta_completa,carpeta,grupo,id_registro,id_global
Mar-25,0.272,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,MENSUAL,5,126
Apr-25,-0.005,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,MENSUAL,6,127
May-25,0.013,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,MENSUAL,7,128
Jun-25,-0.01,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,MENSUAL,8,129
Jul-25,0.002,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,MENSUAL,9,130
Aug-25,-0.008,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,MENSUAL,10,131
Sep-25,-0.033,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,MENSUAL,11,132
Nov-24,-0.0,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,1,133
Dec-24,-0.053,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,2,134
Jan-25,-0.044,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,3,135
Feb-25,-0.057,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,4,136
Mar-25,0.013,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,5,137
Apr-25,0.012,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,6,138
May-25,0.044,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,7,139
Jun-25,-0.021,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,8,140
Jul-25,0.019,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,9,141
Aug-25,-0.048,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,10,142
Sep-25,-0.079,ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel\ee-chart Parque Caramuel Diferencia mensual NDVI.csv,Parque Caramuel,MENSUAL,11,143
Nov-24,0.065,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,1,144
Dec-24,0.018,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,2,145
Jan-25,0.0,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,3,146
Feb-25,0.002,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,4,147
Mar-25,0.123,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,5,148
Apr-25,0.006,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,6,149
May-25,0.03,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,7,150
Jun-25,0.038,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,8,151
Jul-25,0.017,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,9,152
Aug-25,0.015,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,10,153
Sep-25,-0.001,ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas\ee-chart Parque Carlos Matallanas Diferencia mensual NDVI.csv,Parque Carlos Matallanas,MENSUAL,11,154
Nov-24,0.021,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,1,155
Dec-24,-0.021,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,2,156
Jan-25,-0.021,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,3,157
Feb-25,-0.034,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,4,158
Mar-25,0.044,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,5,159
Apr-25,-0.069,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,6,160
May-25,0.039,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,7,161
Jun-25,0.024,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,8,162
Jul-25,0.002,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,9,163
Aug-25,0.006,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,10,164
Sep-25,-0.001,ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa)\ee-chart Parque Casilda de Bustos Diferencia mensual NDVI.csv,Parque Casilda de Bustos (Musa),MENSUAL,11,165
Nov-24,-0.041,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,1,166
Dec-24,-0.062,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,2,167
Jan-25,-0.051,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,3,168
Feb-25,-0.061,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,4,169
Mar-25,-0.003,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,5,170
Apr-25,0.029,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,6,171
May-25,0.106,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,7,172
Jun-25,0.028,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,8,173
Jul-25,0.034,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,9,174
Aug-25,0.003,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,10,175
Sep-25,-0.025,ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar\ee-chart Parque Cerro Almodóvar Diferencia mensual NDVI.csv,Parque Cerro Almodóvar,MENSUAL,11,176
Nov-24,0.049,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,1,177
Dec-24,-0.033,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,2,178
Jan-25,0.005,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,3,179
Feb-25,-0.039,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,4,180
Mar-25,-0.002,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,5,181
Apr-25,-0.049,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,6,182
May-25,0.044,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,7,183
Jun-25,-0.02,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,8,184
Jul-25,0.022,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,9,185
Aug-25,-0.036,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,10,186
Sep-25,-0.019,ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel\ee-chart Parque Cerro Peñabel Diferencia mensual NDVI.csv,Parque Cerro Peñabel,MENSUAL,11,187
Nov-24,-0.039,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,1,188
Dec-24,-0.036,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,2,189
Jan-25,-0.007,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,3,190
Feb-25,-0.021,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,4,191
Mar-25,0.027,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,5,192
Apr-25,0.017,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,6,193
May-25,0.01,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,7,194
Jun-25,0.016,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,8,195
Jul-25,0.023,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,9,196
Aug-25,-0.009,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,10,197
Sep-25,-0.006,ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila\ee-chart Parque Cerro Águila Diferencia mensual NDVI.csv,Parque Cerro Águila,MENSUAL,11,198
Nov-24,-0.102,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,1,199
Dec-24,-0.092,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,2,200
Jan-25,-0.057,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,3,201
Feb-25,-0.078,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,4,202
Mar-25,0.015,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,5,203
Apr-25,0.006,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,6,204
May-25,0.033,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,7,205
Jun-25,0.003,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,8,206
Jul-25,0.036,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,9,207
Aug-25,-0.012,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,10,208
Sep-25,0.002,ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán\ee-chart Parque Cuesta Galbán Diferencia mensual NDVI.csv,Parque Cuesta del Galbán,MENSUAL,11,209
Nov-24,0.032,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,1,210
Dec-24,-0.079,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,2,211
Jan-25,-0.045,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,3,212
Feb-25,-0.046,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,4,213
Mar-25,0.009,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,5,214
Apr-25,-0.041,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,6,215
May-25,0.002,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,7,216
Jun-25,-0.04,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,8,217
Jul-25,0.02,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,9,218
Aug-25,-0.033,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,10,219
Sep-25,-0.029,ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII\ee-chart Parque Alfonso XIII Diferencia mensual NDVI.csv,Parque de Alfonso XIII,MENSUAL,11,220
Nov-24,0.028,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,1,221
Dec-24,-0.019,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,2,222
Jan-25,-0.009,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,3,223
Feb-25,-0.021,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,4,224
Mar-25,0.013,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,5,225
Apr-25,-0.112,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,6,226
May-25,0.005,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,7,227
Jun-25,-0.059,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,8,228
Jul-25,0.077,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,9,229
Aug-25,-0.033,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,10,230
Sep-25,-0.027,ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa\ee-chart Parque de Almansa Diferencia mensual NDVI.csv,Parque de Almansa,MENSUAL,11,231
Nov-24,-0.028,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,1,232
Dec-24,-0.052,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,2,233
Jan-25,-0.007,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,3,234
Feb-25,-0.064,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,4,235
Mar-25,0.01,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,5,236
Apr-25,0.021,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,6,237
May-25,0.051,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,7,238
Jun-25,0.003,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,8,239
Jul-25,-0.012,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,9,240
Aug-25,-0.07,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,10,241
Sep-25,-0.06,ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente\ee-chart Parque de Arroyo del Fresno Tomás y Valiente Diferencia mensual NDVI.csv,Parque de Arroyo del Fresno Tomás y Valiente,MENSUAL,11,242
Nov-24,0.041,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,1,243
Dec-24,-0.023,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,2,244
Jan-25,-0.022,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,3,245
Feb-25,-0.025,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,4,246
Mar-25,0.027,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,5,247
Apr-25,-0.04,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,6,248
