label,diff,nombre_archivo,ruta_completa,carpeta,grupo,id_registro,id_global
May-25,0.013,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,7,249
Jun-25,-0.042,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,8,250
Jul-25,0.04,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,9,251
Aug-25,-0.047,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,10,252
Sep-25,-0.03,ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín\ee-chart Parque de Berlín Diferencia mensual NDVI.csv,Parque de Berlín,MENSUAL,11,253
Nov-24,0.009,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,1,254
Dec-24,-0.039,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,2,255
Jan-25,-0.016,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,3,256
Feb-25,-0.016,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,4,257
Mar-25,0.006,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,5,258
Apr-25,-0.037,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,6,259
May-25,-0.001,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,7,260
Jun-25,-0.022,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,8,261
Jul-25,0.031,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,9,262
Aug-25,0.005,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,10,263
Sep-25,-0.029,ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras\ee-chart Parque de Cocheras Diferencia mensual NDVI.csv,Parque de Cocheras,MENSUAL,11,264
Nov-24,-0.008,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,1,265
Dec-24,-0.04,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,2,266
Jan-25,-0.034,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,3,267
Feb-25,-0.04,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,4,268
Mar-25,0.011,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,5,269
Apr-25,-0.023,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,6,270
May-25,0.01,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,7,271
Jun-25,-0.011,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,8,272
Jul-25,0.013,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,9,273
Aug-25,-0.009,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,10,274
Sep-25,-0.048,ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias\ee-chart Parque de Delicias Diferencia mensual NDVI.csv,Parque de Delicias,MENSUAL,11,275
Nov-24,0.011,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,1,276
Dec-24,-0.017,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,2,277
Jan-25,-0.031,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,3,278
Feb-25,-0.036,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,4,279
Mar-25,0.018,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,5,280
Apr-25,-0.023,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,6,281
May-25,0.03,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,7,282
Jun-25,-0.032,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,8,283
Jul-25,0.072,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,9,284
Aug-25,-0.021,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,10,285
Sep-25,0.028,ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez\ee-chart Parque de Francos Rodríguez Diferencia mensual NDVI.csv,Parque de Francos Rodríguez,MENSUAL,11,286
Nov-24,-0.012,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,1,287
Dec-24,-0.058,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,2,288
Jan-25,0.035,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,3,289
Feb-25,-0.083,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,4,290
Mar-25,-0.011,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,5,291
Apr-25,-0.039,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,6,292
May-25,0.07,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,7,293
Jun-25,-0.005,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,8,294
Jul-25,-0.003,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,9,295
Aug-25,-0.022,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,10,296
Sep-25,-0.022,ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral\ee-chart Parque Fuencarral Diferencial mensual NDVI.csv,Parque de Fuencarral,MENSUAL,11,297
Nov-24,0.002,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,1,298
Dec-24,-0.038,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,2,299
Jan-25,-0.034,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,3,300
Feb-25,-0.045,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,4,301
Mar-25,0.041,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,5,302
Apr-25,-0.011,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,6,303
May-25,0.012,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,7,304
Jun-25,-0.039,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,8,305
Jul-25,0.028,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,9,306
Aug-25,-0.006,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,10,307
Sep-25,0.016,ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba\ee-chart Parque de la Alcazaba Diferencia mensual NDVI.csv,Parque de la Alcazaba,MENSUAL,11,308
Nov-24,-0.008,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,1,309
Dec-24,-0.051,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,2,310
Jan-25,-0.045,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,3,311
Feb-25,-0.06,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,4,312
Mar-25,-0.0,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,5,313
Apr-25,0.005,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,6,314
May-25,0.017,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,7,315
Jun-25,0.014,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,8,316
Jul-25,0.003,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,9,317
Aug-25,-0.025,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,10,318
Sep-25,-0.049,ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde\ee-chart Parque de la Cuña Verde Diferencia mensual de NDVI.csv,Parque de la Cuña Verde,MENSUAL,11,319
Nov-24,0.045,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,1,320
Dec-24,-0.033,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,2,321
Jan-25,-0.034,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,3,322
Feb-25,-0.054,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,4,323
Mar-25,0.004,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,5,324
Apr-25,-0.026,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,6,325
May-25,0.001,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,7,326
Jun-25,-0.039,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,8,327
Jul-25,0.043,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,9,328
Aug-25,-0.002,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,10,329
Sep-25,0.001,ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera\ee-chart Parque de la Rinconera Diferencia mensual NDVI.csv,Parque de la Rinconera,MENSUAL,11,330
Nov-24,0.022,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,1,331
Dec-24,0.006,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,2,332
Jan-25,0.02,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,3,333
Feb-25,0.005,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,4,334
Mar-25,0.017,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,5,335
Apr-25,-0.082,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,6,336
May-25,-0.042,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,7,337
Jun-25,-0.061,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,8,338
Jul-25,0.016,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,9,339
Aug-25,-0.045,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,10,340
Sep-25,-0.03,ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5\ee-chart Parque de la Supermanzana 5 Diferencia mensual NDVI.csv,Parque de la Supermanzana 5,MENSUAL,11,341
Nov-24,0.037,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,1,342
Dec-24,-0.025,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,2,343
Jan-25,0.019,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,3,344
Feb-25,-0.018,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,4,345
Mar-25,0.026,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,5,346
Apr-25,-0.06,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,6,347
May-25,-0.007,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,7,348
Jun-25,0.015,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,8,349
Jul-25,0.013,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,9,350
Aug-25,-0.058,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,10,351
Sep-25,-0.05,ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo)\ee-chart Parque de la Supermanzana 7 (Sagenjo) Diferencia mensual NDVI.csv,Parque de la Supermanzana 7 (Sagenjo),MENSUAL,11,352
Nov-24,0.039,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,1,353
Dec-24,-0.002,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,2,354
Jan-25,0.002,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,3,355
Feb-25,-0.019,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,4,356
Mar-25,0.05,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,5,357
Apr-25,-0.008,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,6,358
May-25,0.022,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,7,359
Jun-25,-0.024,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,8,360
Jul-25,0.02,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,9,361
Aug-25,-0.015,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,10,362
Sep-25,0.006,ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada\ee-chart Parque de la Vaguada Diferencia mensual NDVI.csv,Parque de la Vaguada,MENSUAL,11,363
Nov-24,0.041,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,1,364
Dec-24,-0.009,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,2,365
Jan-25,-0.002,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,3,366
Feb-25,0.004,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,4,367
Mar-25,0.017,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,5,368
Apr-25,0.004,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,6,369
May-25,0.022,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,7,370
Jun-25,-0.008,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,8,371
Jul-25,0.008,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,9,372
Aug-25,-0.008,ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas\ee-chart Parque de las Avenidas Diferencia mensual NDVI.csv,Parque de las Avenidas,MENSUAL,10,373
