system:time_start,0,nombre_archivo,ruta_completa,carpeta,grupo,id_registro,id_global
"Aug 15, 2025",0.492,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,70,1876
"Aug 20, 2025",0.569,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,71,1877
"Aug 20, 2025",0.56,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,72,1878
"Aug 23, 2025",0.478,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,73,1879
"Aug 27, 2025",0.343,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,74,1880
"Aug 28, 2025",0.172,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,75,1881
"Aug 30, 2025",0.538,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,76,1882
"Aug 30, 2025",0.549,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,77,1883
"Sep 4, 2025",0.551,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,78,1884
"Sep 9, 2025",0.463,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,79,1885
"Sep 9, 2025",0.467,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,80,1886
"Sep 12, 2025",0.546,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,81,1887
"Sep 14, 2025",0.55,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,82,1888
"Sep 16, 2025",0.537,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,83,1889
"Sep 17, 2025",0.54,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,84,1890
"Sep 22, 2025",0.566,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,85,1891
"Sep 24, 2025",0.565,ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín\ee-chart Parque de Berlín NDVI en el tiempo.csv,Parque de Berlín,TIEMPO,86,1892
"Nov 6, 2024",0.444,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,1,1893
"Nov 11, 2024",0.447,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,2,1894
"Nov 18, 2024",0.381,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,3,1895
"Nov 28, 2024",0.38,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,4,1896
"Dec 3, 2024",0.329,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,5,1897
"Dec 6, 2024",0.316,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,6,1898
"Dec 8, 2024",0.344,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,7,1899
"Dec 16, 2024",0.341,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,8,1900
"Dec 21, 2024",0.32,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,9,1901
"Dec 23, 2024",0.312,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,10,1902
"Dec 26, 2024",0.31,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,11,1903
"Dec 28, 2024",0.314,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,12,1904
"Dec 31, 2024",0.34,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,13,1905
"Jan 12, 2025",0.326,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,14,1906
"Jan 15, 2025",0.311,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,15,1907
"Jan 17, 2025",0.279,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,16,1908
"Jan 30, 2025",0.332,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,17,1909
"Feb 1, 2025",0.316,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,18,1910
"Feb 4, 2025",0.291,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,19,1911
"Feb 6, 2025",0.313,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,20,1912
"Feb 16, 2025",0.27,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,21,1913
"Mar 28, 2025",0.299,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,22,1914
"Mar 30, 2025",0.302,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,23,1915
"Mar 31, 2025",0.305,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,24,1916
"Apr 7, 2025",0.37,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,25,1917
"Apr 17, 2025",0.411,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,26,1918
"Apr 25, 2025",0.414,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,27,1919
"Apr 27, 2025",0.446,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,28,1920
"May 25, 2025",0.502,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,29,1921
"May 27, 2025",0.51,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,30,1922
"May 29, 2025",0.502,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,31,1923
"May 30, 2025",0.484,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,32,1924
"Jun 6, 2025",0.465,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,33,1925
"Jun 8, 2025",0.469,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,34,1926
"Jun 9, 2025",0.418,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,35,1927
"Jun 14, 2025",0.478,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,36,1928
"Jun 16, 2025",0.465,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,37,1929
"Jun 18, 2025",0.473,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,38,1930
"Jun 21, 2025",0.443,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,39,1931
"Jun 21, 2025",0.425,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,40,1932
"Jun 26, 2025",0.471,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,41,1933
"Jun 28, 2025",0.456,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,42,1934
"Jun 29, 2025",0.443,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,43,1935
"Jul 1, 2025",0.435,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,44,1936
"Jul 4, 2025",0.451,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,45,1937
"Jul 6, 2025",0.472,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,46,1938
"Jul 8, 2025",0.441,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,47,1939
"Jul 9, 2025",0.445,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,48,1940
"Jul 11, 2025",0.455,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,49,1941
"Jul 11, 2025",0.457,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,50,1942
"Jul 14, 2025",0.468,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,51,1943
"Jul 16, 2025",0.452,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,52,1944
"Jul 18, 2025",0.47,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,53,1945
"Jul 19, 2025",0.464,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,54,1946
"Jul 21, 2025",0.473,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,55,1947
"Jul 21, 2025",0.472,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,56,1948
"Jul 24, 2025",0.464,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,57,1949
"Jul 26, 2025",0.474,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,58,1950
"Jul 28, 2025",0.457,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,59,1951
"Jul 29, 2025",0.471,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,60,1952
"Jul 31, 2025",0.448,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,61,1953
"Jul 31, 2025",0.435,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,62,1954
"Aug 3, 2025",0.431,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,63,1955
"Aug 5, 2025",0.425,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,64,1956
"Aug 7, 2025",0.427,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,65,1957
"Aug 8, 2025",0.407,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,66,1958
"Aug 10, 2025",0.435,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,67,1959
"Aug 10, 2025",0.433,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,68,1960
"Aug 13, 2025",0.448,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,69,1961
"Aug 15, 2025",0.418,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,70,1962
"Aug 20, 2025",0.473,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,71,1963
"Aug 20, 2025",0.477,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,72,1964
"Aug 23, 2025",0.415,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,73,1965
"Aug 27, 2025",0.052,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,74,1966
"Aug 28, 2025",0.454,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,75,1967
"Aug 30, 2025",0.467,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,76,1968
"Aug 30, 2025",0.466,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,77,1969
"Sep 4, 2025",0.469,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,78,1970
"Sep 9, 2025",0.085,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,79,1971
"Sep 9, 2025",0.386,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,80,1972
"Sep 12, 2025",0.449,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,81,1973
"Sep 14, 2025",0.464,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,82,1974
"Sep 16, 2025",0.447,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,83,1975
"Sep 17, 2025",0.446,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,84,1976
"Sep 22, 2025",0.481,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,85,1977
"Sep 24, 2025",0.483,ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras\ee-chart Parque de Cocheras NDVI en el tiempo.csv,Parque de Cocheras,TIEMPO,86,1978
"Nov 6, 2024",0.296,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,1,1979
"Nov 11, 2024",0.313,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,2,1980
"Nov 18, 2024",0.267,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,3,1981
"Nov 28, 2024",0.292,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,4,1982
"Dec 3, 2024",0.255,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,5,1983
"Dec 6, 2024",0.253,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,6,1984
"Dec 8, 2024",0.276,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,7,1985
"Dec 16, 2024",0.274,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,8,1986
"Dec 21, 2024",0.255,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,9,1987
"Dec 23, 2024",0.248,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,10,1988
"Dec 26, 2024",0.239,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,11,1989
"Dec 28, 2024",0.242,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,12,1990
"Dec 31, 2024",0.236,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,13,1991
"Jan 12, 2025",0.244,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,14,1992
"Jan 15, 2025",0.245,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,15,1993
"Jan 17, 2025",0.233,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,16,1994
"Jan 30, 2025",0.25,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,17,1995
"Feb 1, 2025",0.235,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,18,1996
"Feb 4, 2025",0.23,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,19,1997
"Feb 6, 2025",0.231,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,20,1998
"Feb 16, 2025",0.214,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,21,1999
"Mar 28, 2025",0.258,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,22,2000
"Mar 30, 2025",0.257,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,23,2001
"Mar 31, 2025",0.266,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,24,2002
"Apr 7, 2025",0.324,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,25,2003
"Apr 17, 2025",0.374,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,26,2004
"Apr 25, 2025",0.389,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,27,2005
"Apr 27, 2025",0.406,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,28,2006
"May 25, 2025",0.398,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,29,2007
"May 27, 2025",0.403,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,30,2008
"May 29, 2025",0.392,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,31,2009
"May 30, 2025",0.377,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,32,2010
"Jun 6, 2025",0.352,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,33,2011
"Jun 8, 2025",0.345,ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias\ee-chart Parque de Delicias NDVI en el tiempo.csv,Parque de Delicias,TIEMPO,34,2012
