label,diff,nombre_archivo,ruta_completa,carpeta,grupo,id_registro,system:time_start,0,id_global
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,47,"Jul 8, 2025",0.422,1017
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,48,"Jul 9, 2025",0.432,1018
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,49,"Jul 11, 2025",0.433,1019
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,50,"Jul 11, 2025",0.452,1020
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,51,"Jul 14, 2025",0.46,1021
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,52,"Jul 16, 2025",0.433,1022
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,53,"Jul 18, 2025",0.447,1023
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,54,"Jul 19, 2025",0.456,1024
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,55,"Jul 21, 2025",0.453,1025
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,56,"Jul 21, 2025",0.465,1026
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,57,"Jul 24, 2025",0.461,1027
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,58,"Jul 26, 2025",0.463,1028
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,59,"Jul 28, 2025",0.42,1029
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,60,"Jul 29, 2025",0.435,1030
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,61,"Jul 31, 2025",0.41,1031
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,62,"Jul 31, 2025",0.403,1032
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,63,"Aug 3, 2025",0.402,1033
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,64,"Aug 5, 2025",0.405,1034
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,65,"Aug 7, 2025",0.409,1035
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,66,"Aug 8, 2025",0.386,1036
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,67,"Aug 10, 2025",0.409,1037
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,68,"Aug 10, 2025",0.412,1038
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,69,"Aug 13, 2025",0.426,1039
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,70,"Aug 15, 2025",0.388,1040
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,71,"Aug 20, 2025",0.462,1041
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,72,"Aug 20, 2025",0.446,1042
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,73,"Aug 23, 2025",0.4,1043
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,74,"Aug 27, 2025",0.049,1044
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,75,"Aug 28, 2025",0.422,1045
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,76,"Aug 30, 2025",0.448,1046
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,77,"Aug 30, 2025",0.45,1047
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,78,"Sep 4, 2025",0.449,1048
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,79,"Sep 9, 2025",0.433,1049
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,80,"Sep 9, 2025",0.371,1050
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,81,"Sep 12, 2025",0.487,1051
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,82,"Sep 14, 2025",0.494,1052
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,83,"Sep 16, 2025",0.468,1053
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,84,"Sep 17, 2025",0.464,1054
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,85,"Sep 22, 2025",0.519,1055
,,ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan\ee-chart Parque Breogan NDVI en el tiempo.csv,Parque Breogan,CON_NDVI,86,"Sep 24, 2025",0.518,1056
Nov-24,0.047,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,1,,,1057
Dec-24,-0.008,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,2,,,1058
Jan-25,0.003,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,3,,,1059
Feb-25,0.001,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,4,,,1060
Mar-25,0.008,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,5,,,1061
Apr-25,-0.026,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,6,,,1062
May-25,0.057,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,7,,,1063
Jun-25,-0.02,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,8,,,1064
Jul-25,0.006,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,9,,,1065
Aug-25,-0.048,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,10,,,1066
Sep-25,-0.012,ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan\ee-chart Parue Breogan Diferenci amensual NDVI.csv,Parque Breogan,CON_NDVI,11,,,1067
Nov-24,-0.014,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,1,,,1068
Dec-24,-0.035,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,2,,,1069
Jan-25,-0.044,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,3,,,1070
Feb-25,-0.053,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,4,,,1071
Mar-25,0.272,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,5,,,1072
Apr-25,-0.005,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,6,,,1073
May-25,0.013,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,7,,,1074
Jun-25,-0.01,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,8,,,1075
Jul-25,0.002,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,9,,,1076
Aug-25,-0.008,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,10,,,1077
Sep-25,-0.033,ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel\ee-chart Parque Carabanchel Diferencia mensual NDVI.csv,Parque Carabanchel,CON_NDVI,11,,,1078
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,1,"Nov 6, 2024",0.689,1079
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,2,"Nov 11, 2024",0.694,1080
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,3,"Nov 18, 2024",0.656,1081
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,4,"Nov 28, 2024",0.716,1082
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,5,"Dec 3, 2024",0.665,1083
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,6,"Dec 6, 2024",0.672,1084
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,7,"Dec 8, 2024",0.713,1085
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,8,"Dec 16, 2024",0.707,1086
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,9,"Dec 21, 2024",0.696,1087
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,10,"Dec 23, 2024",0.678,1088
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,11,"Dec 26, 2024",0.678,1089
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,12,"Dec 28, 2024",0.662,1090
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,13,"Dec 31, 2024",0.662,1091
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,14,"Jan 12, 2025",0.673,1092
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,15,"Jan 15, 2025",0.658,1093
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,16,"Jan 17, 2025",0.633,1094
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,17,"Jan 30, 2025",0.683,1095
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,18,"Feb 1, 2025",0.653,1096
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,19,"Feb 4, 2025",0.635,1097
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,20,"Feb 6, 2025",0.649,1098
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,21,"Feb 16, 2025",0.605,1099
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,22,"Mar 28, 2025",0.667,1100
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,23,"Mar 30, 2025",0.641,1101
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,24,"Mar 31, 2025",0.666,1102
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,25,"Apr 7, 2025",0.688,1103
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,26,"Apr 17, 2025",0.495,1104
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,27,"Apr 25, 2025",0.667,1105
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,28,"Apr 27, 2025",0.658,1106
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,29,"May 25, 2025",0.529,1107
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,30,"May 27, 2025",0.501,1108
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,31,"May 29, 2025",0.465,1109
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,32,"May 30, 2025",0.458,1110
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,33,"Jun 6, 2025",0.377,1111
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,34,"Jun 8, 2025",0.371,1112
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,35,"Jun 9, 2025",0.348,1113
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,36,"Jun 14, 2025",0.379,1114
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,37,"Jun 16, 2025",0.353,1115
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,38,"Jun 18, 2025",0.359,1116
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,39,"Jun 21, 2025",0.336,1117
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,40,"Jun 21, 2025",0.327,1118
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,41,"Jun 26, 2025",0.349,1119
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,42,"Jun 28, 2025",0.335,1120
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,43,"Jun 29, 2025",0.337,1121
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,44,"Jul 1, 2025",0.335,1122
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,45,"Jul 4, 2025",0.341,1123
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,46,"Jul 6, 2025",0.337,1124
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,47,"Jul 8, 2025",0.318,1125
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,48,"Jul 9, 2025",0.328,1126
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,49,"Jul 11, 2025",0.331,1127
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,50,"Jul 11, 2025",0.339,1128
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,51,"Jul 14, 2025",0.347,1129
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,52,"Jul 16, 2025",0.321,1130
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,53,"Jul 18, 2025",0.337,1131
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,54,"Jul 19, 2025",0.339,1132
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,55,"Jul 21, 2025",0.341,1133
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,56,"Jul 21, 2025",0.347,1134
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,57,"Jul 24, 2025",0.344,1135
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,58,"Jul 26, 2025",0.338,1136
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,59,"Jul 28, 2025",0.332,1137
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,60,"Jul 29, 2025",0.349,1138
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,61,"Jul 31, 2025",0.329,1139
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,62,"Jul 31, 2025",0.325,1140
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,63,"Aug 3, 2025",0.324,1141
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,64,"Aug 5, 2025",0.319,1142
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,65,"Aug 7, 2025",0.334,1143
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,66,"Aug 8, 2025",0.318,1144
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,67,"Aug 10, 2025",0.336,1145
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,68,"Aug 10, 2025",0.334,1146
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,69,"Aug 13, 2025",0.365,1147
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,70,"Aug 15, 2025",0.328,1148
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,71,"Aug 20, 2025",0.387,1149
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,72,"Aug 20, 2025",0.244,1150
,,ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel\ee-chart Parque Carabanchel NDVI en el tiempo.csv,Parque Carabanchel,CON_NDVI,73,"Aug 23, 2025",0.341,1151
