label,diff
Nov-24,0.025
Dec-24,-0.02
Jan-25,0.031
Feb-25,-0.007
Mar-25,0.019
Apr-25,-0.036
May-25,0.024
Jun-25,-0.022
Jul-25,0.043
Aug-25,-0.002
Sep-25,-0.021
