label,diff
Nov-24,0.012
Dec-24,-0.048
Jan-25,-0.057
Feb-25,-0.061
Mar-25,0.009
Apr-25,0.006
May-25,0.01
Jun-25,0.045
Jul-25,-0.022
Aug-25,-0.032
Sep-25,-0.02
