label,diff
Nov-24,-0.041
Dec-24,-0.073
Jan-25,-0.066
Feb-25,-0.076
Mar-25,-0.015
Apr-25,-0.036
May-25,0.04
Jun-25,0.001
Jul-25,0.025
Aug-25,-0.006
Sep-25,0.005
