label,diff
Nov-24,0.011
Dec-24,-0.017
Jan-25,-0.031
Feb-25,-0.036
Mar-25,0.018
Apr-25,-0.023
May-25,0.03
Jun-25,-0.032
Jul-25,0.072
Aug-25,-0.021
Sep-25,0.028
